,conversation_id,uc5,outcome,uc4,sender_id,user_message,bot_message,created_time
406,444,,,,2893445347386631,"Em nhắn nhầm , em lấy bộ quây nhựa với đai cho bé nhé",ok b nhe,2020-06-18T10:30:02+0000
407,444,,,,1454523434857990,,hôm nay mk gửi nhe,
408,444,,,,2893445347386631,Vâng,bạn ơi mình xin lỗi hnay snhaan viên bên mk quên k đóng đai xe máy,2020-06-19T01:49:20+0000
409,444,,,,1454523434857990,,hôm nay mk gửi viettel cho b nhe,
410,444,,,,2893445347386631,Gửi bên viettel họ giao đến tận nhà ạ.,,2020-06-19T09:22:15+0000
411,444,,,,2893445347386631,"Em cũng ko cần gấp ko mai shop gửi xe cũng đc , tại nhà em ngay mặt đg lấy cũng tiện ạ",vâng  bộ holla bên mình gwuir từ trưa r ạ,2020-06-19T09:23:32+0000
412,444,,,,2893445347386631,Vâng,,2020-06-19T09:45:29+0000
413,444,,,,2893445347386631,Em nhận đc quây nhựa rồi,,2020-06-20T10:16:37+0000
414,444,,,,2893445347386631,Mà shop ko gửi đai đeo ngồi xe máy cho em à,mình báo bên mình quên chưa đóng hàng r đó ạ,2020-06-20T10:17:02+0000
415,444,,,,1454523434857990,,bên mk gửi viettel cho bạn từ t7 r bạn,
416,449,uc_s5.2,other,,3305083622855631,shop cho mình hỏi xe đẩy đảo chiều - TOMORROW giá tn ạ,1060k b ạ,2020-06-20T01:53:25+0000
417,449,,other,,3305083622855631,Vâng ạ,,2020-06-20T01:57:11+0000
418,449,,other,,3305083622855631,Xe này so với dòng V5 đảo chiều thì có ưu điểm gì hơn k shop,,2020-06-20T01:57:29+0000
419,449,,,,3305083622855631,Mình đang phân vân khi lựa 1 trong 2 dòng này,v5 bên mnhf lại ko có,2020-06-20T01:57:57+0000
420,449,,,,1454523434857990,,nhưng loại này thì ngả dk ạ,
421,449,,,,3305083622855631,Vâng ạ,,2020-06-20T02:00:44+0000
422,449,,,,3305083622855631,địa chỉ cửa hàng nhà mình ở đâu ạ,"Địa chỉ kho hàng Shop Gấu & Bí Ngô - 0912749696
Số nhà 16 ngõ Đê Quai ÂU Cơ 
(đi hết ngõ 124 Âu Cơ, rẽ trái số nhà 16). Nhà 4 tầng màu vàng bạn nhé
Địa chỉ Hà Nội Nơi Ấy Bình Yên ạ

Giờ làm việc từ 8h30- 12h  và 1h30 -  5h30 chiều hàng ngày. Nghỉ chủ nhật ạ",2020-06-20T02:00:54+0000
423,449,,,,3305083622855631,,,2020-06-20T02:09:36+0000
424,449,,,,3305083622855631,Vâng ạ,,2020-06-20T02:12:57+0000
425,449,,,,3305083622855631,Bạn ơi giá xe 1060k đã đầy đủ phụ kiện chưa ạ,dạ chưa b ạ,2020-06-20T11:20:33+0000
426,449,,,,1454523434857990,,https://shopee.vn/search?keyword=xe%20t%E1%BA%ADp%20%C4%91i&shop=36371562,
427,449,,,,1454523434857990,,bạn xem dùm mk,
428,449,,,,3305083622855631,Bạn ới,,2020-06-22T02:46:51+0000
429,449,,,,3305083622855631,Thêm phụ kiện là thêm những gì đó ạ?,,2020-06-22T02:47:05+0000
430,449,,,,3305083622855631,Để hnay mình oder ship với,,2020-06-22T02:47:16+0000
431,449,,,,3305083622855631,chủ nhật tính qua mà bên bạn k làm việc nên giờ mới hỏi lại dc,dạ hijen bên mình hết hàng r ạ,2020-06-22T02:47:39+0000
432,449,,,,3305083622855631,"ui, thế bao giờ hàng về nữa ạ",nếu hàng evef mk báo trên fb nha b,2020-06-22T02:51:22+0000
433,449,,,,3305083622855631,ok b ạ,,2020-06-22T03:06:06+0000
434,450,,,uc_s4.1,2899036923526893,Shop còn bộ đũa muỗng cho bé ko ạ,,2020-06-22T03:27:59+0000
435,454,,,uc_s4.1,1949901345070098,shop còn bộ đồ chơi xúc cát cho bé ko ạ,,2020-06-22T06:52:44+0000
436,472,,,,1382148668571541,mai ship cho mình xe này nhé,,2020-06-19T12:18:11+0000
437,472,,silence,,1382148668571541,,,2020-06-19T12:18:15+0000
438,472,,,,1382148668571541,xe hồng đây nha shop,,2020-06-19T12:18:22+0000
439,472,,silence,,1382148668571541,,,2020-06-19T12:18:27+0000
440,472,,,,1382148668571541,số 6 ngách 27 ngõ 16 hoàng cầu 0906336946.giao sáng mai giúp mình vì chiều mai mình đi tặng sinh nhật nhé,mình còn màu xanh thôi ạ,2020-06-19T12:18:50+0000
441,472,,,,1382148668571541,ok vậy ship minh màu xanh nhé,ship 40k nha bạn,2020-06-20T02:59:40+0000
442,472,,,,1454523434857990,,mình giao hnay ck k ạ,
443,472,,,,1382148668571541,giao luôn mình,,2020-06-20T03:00:34+0000
444,472,,,,1382148668571541,trước 4h chiều nha,ok b nhe,2020-06-20T03:00:38+0000
445,472,,,,1382148668571541,ban oi,,2020-06-20T03:45:24+0000
446,472,,,uc_s4.2,1382148668571541,xe đẩy joie còn k,mình  ko còn ạ,2020-06-20T03:45:31+0000
447,472,,,,1382148668571541,k còn mẫu nào ạ,vâng ạ,2020-06-20T04:48:15+0000
448,472,,,,1382148668571541,thế jo xe đẩy bên mình còn hãng nào b,,2020-06-20T05:06:11+0000
449,472,,silence,,1382148668571541,nhớ giao cái kia cho m cho kịp nhé,,2020-06-20T05:19:34+0000
450,472,,,,1382148668571541,b oi thôi,,2020-06-20T05:26:42+0000
451,472,,,,1382148668571541,k còn màu hồng thi thôu nha minh xl huhu vì bé gái mẹ cháu lại k thichd,ok b nhé,2020-06-20T05:28:18+0000
452,472,,silence,,1382148668571541,,,2020-06-23T00:47:59+0000
453,472,,,,1382148668571541,shop có máy pha sữa nay k ạ,mình không có ạ,2020-06-23T00:48:05+0000
454,473,,,uc_s4.2,3585499334811999,Mình còn nôi kề giường Mastela ko shop?,mình ko còn ạ,2020-06-22T09:33:17+0000
455,477,,thank,,1454523434857990,,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/1454523434857990/posts/2495554064088250/?comment_id=2496706477306342),
456,477,,,,1454523434857990,,dạ 510k b ạ,
457,477,,,,1607328169314342,Xe lắc hả b,,2020-06-23T01:50:01+0000
458,477,uc_s5.1,,,1607328169314342,Thế đai xe máy cho bé bn ạ,vâng đai 139k ạ,2020-06-23T01:50:14+0000
459,477,,,,1607328169314342,,,2020-06-23T01:50:31+0000
460,477,,,,1607328169314342,Đai này chắc chắn e nhỉ,vâng dùng cho bé tới 12 tuổi ạ,2020-06-23T01:54:32+0000
461,477,,,,1607328169314342,,,2020-06-23T01:55:19+0000
462,477,,,,1607328169314342,,,2020-06-23T02:39:30+0000
463,477,,,,1607328169314342,Bộ này thì bn ạ,bảng vẽ hola 2 in 1 bên mình giá 850k ạ,2020-06-23T02:39:38+0000
464,491,,,,2888243391285065,Bạn ơi,,2020-06-23T15:25:24+0000
465,491,,,uc_s4.2,2888243391285065,Bên mình còn xe đẩy du lịch tomorow ko ah,mình hết r ạ,2020-06-23T15:25:35+0000
466,498,,,,3901270949901101,,mình hết r ah,2020-06-24T03:08:23+0000
467,498,uc_s5.1,,,3901270949901101,Trước bộ này shop bán bao nhiêu,3390k ạ,2020-06-24T03:09:11+0000
468,498,,,,3901270949901101,Dạ e cám ơn,,2020-06-24T03:10:58+0000
469,501,,,,3997487680293412,À,vâng hãng lại hết hàng r ạ,2020-06-24T02:18:31+0000
470,501,,,,3997487680293412,Vậy khó nhỉ,vâng mình chưa có lịch về,2020-06-24T02:25:52+0000
471,501,,,,3997487680293412,Thế mình đổi sang mặt hàng khác của b dc k,,2020-06-24T02:27:37+0000
472,501,,other,,3997487680293412,"Kiểu cầu trượt, xích đu",vâng được b ạ,2020-06-24T02:27:58+0000
473,501,,,,1454523434857990,,bạn xem muốn đổi sp gì b bao mk,
474,501,,,,3997487680293412,B ơi,,2020-06-24T04:19:54+0000
475,501,uc_s5.1,,,3997487680293412,"Mình cứ gửi lại ghế, b giữ tiền",dạ mình nghe ạ,2020-06-24T04:20:09+0000
476,501,,,,3997487680293412,Để mình mua sau nhé,bạn mang qua bên mình nhé,2020-06-24T04:20:31+0000
477,501,,,,1454523434857990,,nếu bên mình thuê ship qua b mất phí ship ạ,
478,501,,,,3997487680293412,OK thế bạn thuê ship giúp,"bên mình thuê ship qua ship 60k cơ ạ 
vì tiền cước đi vs về",2020-06-24T04:21:34+0000
479,501,,,,3997487680293412,,,2020-06-24T04:27:10+0000
480,501,,,,3997487680293412,OK. B thuê ship nhé,,2020-06-24T04:27:19+0000
481,501,,,,3997487680293412,,vaag chiều or mai ship bên mình qua nhe,2020-06-24T04:27:23+0000
482,501,,,,3997487680293412,Hoá đơn đây. Mình giữ nhỉ,vâng được b ạ,2020-06-24T04:27:39+0000
483,501,,,,1454523434857990,,bên mình cũng có hóa đơn trên hệ thống mà,
484,501,,,,1454523434857990,,bạn yên yaam,
485,501,,,,3997487680293412,,,2020-06-24T04:28:50+0000
486,505,,,,2183700008391397,Để mình 1 cặp xách này nhé,,2020-06-21T07:08:00+0000
487,505,,,,2183700008391397,,,2020-06-21T07:08:10+0000
488,505,,silence,,2183700008391397,Shop mình có ghê ô tô trẻ em ko?,cặp 380k ạ,2020-06-21T07:08:23+0000
489,505,,other,,1454523434857990,,bạn muốn mua ghế khaonrg bn tiền ạk,
490,505,,,,2183700008391397,Dạ tầm 2-4 tr,,2020-06-22T02:19:50+0000
491,505,,thank,,2183700008391397,"Hi, đang chờ tu vấn shop ơi",https://shopee.vn/Gh%E1%BA%BF-%C3%B4-t%C3%B4-Zaracos-Aroma-(M%E1%BB%B9)-i.36371562.1744173026,2020-06-23T04:46:27+0000
492,505,,,,1454523434857990,,mình còn loại này,
493,505,,,,1454523434857990,,dùng cho bé 0-6 tuổi ạ,
494,505,,silence,,2183700008391397,Xe này mình chưa ứng lắm,,2020-06-24T07:09:14+0000
495,505,,,,2183700008391397,Báo giúp mình ship ba lô về Quảng Ngãi,,2020-06-24T07:09:33+0000
496,505,,,,2183700008391397,Mình ck mua ba lô,"❌ 0611001928974 - VietcomBank chi nhánh Ba Đình. Nguyễn Lê Thuỷ


Nội dung chuyển khoản Lysliana Doan  ghi rõ Tên Facebook + số điện thoại và nhắn lại bên mình sau khi CK nhé.",2020-06-24T07:09:40+0000
497,505,,other,,1454523434857990,,khoảng 40-50k ship ạ,
498,505,uc_s5.1,,,2183700008391397,Mình ck tiền balo ship tự trả hay ck tiền ship luôn shop,vâng bạn thanh toán ship khi nhận ạ,2020-06-24T07:12:00+0000
499,505,,,,1454523434857990,,bạn ơi mình xin  lỗi mẫu này mk còn xanh thôi ạ,
500,505,,silence,,2183700008391397,"Ôi, xanh thì ko dc. Bé nhà mình ko thích.",vâng bên hãng mới báo mk lại hết r ạ,2020-06-24T07:13:46+0000
501,507,uc_s5.1,,,1946813715370673,Giá thanh chắn cầu thang là bn b,,2020-06-24T09:09:36+0000
502,509,,,uc_s4.1,3478127822213127,Bên shop mình có xe tập đi con gà ko ak?,mình ko có ạ,2020-06-24T09:21:41+0000
503,509,,shipping_order,,3478127822213127,Ok mình cám ơn,,2020-06-24T09:22:45+0000
504,521,,,,1928625633818750,Aloo,,2020-06-25T03:19:57+0000
505,521,uc_s5.1,other,,1928625633818750,E ơi shop mình có bộ đồ chơi nấu ăn ko? Cho c link và giá,"Bộ đồ chơi nhà bếp thông minh gồm 2 size 
_ Size nhỏ kthc  57x30x77cm giá KM chỉ #560k-chỉ có màu hồng ạ
_ Size to kthc 51x32x100 Giá Km chỉ #730k-mình có đủ hồng và xanh

Vifdeo sp đây ạ : https://zalo-file-dl1.zdn.vn/f1b43cee9c4d7013295c/6817563880731541621

thông tin chi tiết các mẹ xem LInk dưới dùm mình nhé : 

https://www.facebook.com/shopgauvabingo/posts/2434776596832664",2020-06-25T03:20:27+0000
506,535,,,,3231401553549328,Tôi có câu hỏi. Bạn có thể trợ giúp không?,,2020-06-25T10:09:35+0000
507,535,,,uc_s4.2,3231401553549328,Bên mình còn ghế ô tô joie stage k ạ,mình ko còn ạ,2020-06-25T10:09:44+0000
508,535,,silence,,3231401553549328,,,2020-06-25T10:13:49+0000
509,537,,,,3544922048855754,Bạn ơu,,2020-06-25T12:40:16+0000
510,537,uc_s5.2,,,3544922048855754,Xe đẩy hellobaby 2 chiều giá bn thế,mình khoog có ạ,2020-06-25T12:40:25+0000
511,538,,,uc_s4.2,3322212764464383,thảm nhạc UMOO còn ko ah?,,2020-06-25T10:19:17+0000
512,538,,silence,,3322212764464383,mình cần gấp tối mình qua lấy trực tiếp đc ko?,thảm nhạc bên mình sẵn màu xanh nhưng 6h bên mình nghỉ rồi ạ,2020-06-25T10:19:26+0000
513,538,,,,3322212764464383,mình qua lấy cũng ko đc hả b?,vâng ạ,2020-06-25T10:48:41+0000
514,546,,,,1168787973221236,B ơi,,2020-06-26T04:44:41+0000
515,546,,,uc_s4.3,1168787973221236,"Bên mình còn thanh chắn giường 2,2m k b",,2020-06-26T04:44:50+0000
516,557,,,,1996852403701669,Bạn ơi,,2020-06-26T07:32:21+0000
517,557,uc_s5.2,silence,,1996852403701669,Xe motion bên bạn giá bn vậy,dạ 335k ạ,2020-06-26T07:32:29+0000
518,559,uc_s5.1,,,1954844461223417,Thanh chắn cầu thang trẻ em bn b,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/1454523434857990/posts/2498561923787464/?comment_id=2500043953639261),2020-06-27T01:37:29+0000
519,559,,,,1454523434857990,,"Thanh chắn cửa/ cầu thang an toàn có giá 520K/ thanh Xiao Na nhé

Có thể điều chỉnh chiều ngang từ 74cm tới 83cm (cao 77cm). Nếu thiếu mua thêm thanh nối 12cm giá 140K / thanh nối 36cm giá 280K nhé

Xem chi tiết các kích thước cửa cần lắp tại đây: https://www.facebook.com/1454523434857990/posts/2089132531397074/

Lắp đặt cực đơn giản xem tại đây: 
https://www.facebook.com/watch/?v=2169930109731549",
520,559,,,,1954844461223417,Nhà mình cầu thang rộng 1.05m thì mua tnao ?,1 thanh chính vs 2 thanh 12 ạ,2020-06-27T02:02:44+0000
521,560,,silence,,2310891472313971,Em ơi,,2020-06-27T01:49:07+0000
522,560,,,uc_s4.1,2310891472313971,Shop còn bập bênh cầu trượt cho bé ko em,mk còn ạ 490k,2020-06-27T01:49:21+0000
523,560,,silence,,2310891472313971,Cho chị xin ảnh thật nhé,,2020-06-27T02:02:25+0000
524,560,,,,2310891472313971,Màu xanh còn ko em,sr c e nhầm bên e hết hàng r ạ,2020-06-27T02:02:30+0000
525,570,,,uc_s4.1,2472040096207007,Bạn ơi còn ghế nhún k ạ?,,2020-06-26T10:54:13+0000
526,570,,silence,,2472040096207007,Mình xin giá,mình còn ạ 1190k,2020-06-26T10:54:24+0000
527,570,,,,2472040096207007,Cho mình xin ảnh với ạ,,2020-06-27T03:49:13+0000
528,582,uc_s5.2,,,1522890191132335,cho em hỏi máy mini doux bên mình bao nhiu ạ MÁY GIẶT TỰ ĐỘNG MINI DOUX,dạ 2990k ạ,2020-06-29T01:31:06+0000
529,592,,,,2652175881543150,E oi,,2020-06-27T11:03:49+0000
530,592,,,uc_s4.2,2652175881543150,E còn chắn giường umoo k,"Thanh chắn giường UMOO có giá cụ thể như sau:

1m6 giá 370K / thanh
1m8 giá 400K / thanh
2m giá 430K/ thanh
2m2 460k/thanh


Video sản phẩm tham khảo tại đây: https://www.facebook.com/1454523434857990/posts/2191678854475774?sfns=mo",2020-06-27T11:03:58+0000
531,592,,,,1454523434857990,,,
532,614,uc_s5.3,,,2264102177022580,"Thanh chắn giường UMOO có giá cụ thể như sau:

1m6 giá 400K / thanh
1m8 giá 440K / thanh
2m giá 460K/ thanh
2m2 500k/thanh

Link ảnh thật và thông tin chi tiết Đức Vũ   tham khảo link dưới nhe :
https://www.facebook.com/1454523434857990/posts/2184769218500071?sfns=mo

Video sản phẩm tham khảo tại đây: https://www.facebook.com/1454523434857990/posts/2191678854475774?sfns=mo",,2020-06-29T05:04:41+0000
533,614,,,uc_s4.1,2264102177022580,bên shop còn hàng này ko,mình còn ạ,2020-06-29T05:04:53+0000
534,614,,,,1454523434857990,,"Thanh chắn giường UMOO có giá cụ thể như sau:

1m6 giá 370K / thanh
1m8 giá 400K / thanh
2m giá 430K/ thanh
2m2 460k/thanh


Video sản phẩm tham khảo tại đây: https://www.facebook.com/1454523434857990/posts/2191678854475774?sfns=mo",
535,614,,silence,,1454523434857990,,,
536,614,,,,2264102177022580,là mua theo thanh hả shop,,2020-06-29T07:04:43+0000
537,614,,,,2264102177022580,hay là bộ có sẵn 3 thanh,vâng giá từng thanh bạn ạ,2020-06-29T07:05:02+0000
538,614,,silence,,2264102177022580,,,2020-06-29T07:07:10+0000
539,614,,,,2264102177022580,để mình đo giường cái báo lại shop,oki b ạ,2020-06-29T07:07:28+0000
540,616,,silence,uc_s4.1,2064958590223796,C oi còn ghế ngồi bé oto ko a,bạn muốn mua ghế khoảng bn tiền ạ,2020-06-10T16:05:32+0000
541,616,,,,2064958590223796,Tầm 5tr ạ,https://shopee.vn/Gh%E1%BA%BF-%C3%B4-t%C3%B4-cao-c%E1%BA%A5p-Joie-Stage-i.36371562.1056037842,2020-06-11T01:47:09+0000
542,616,,,,1454523434857990,,bạn xem qua loại này ạ,
543,629,uc_s5.2,,,2041079315911220,Xe đẩy tomorro giá bn ạ,mình ko còn ạ,2020-06-30T01:55:37+0000
544,647,,,uc_s4.2,1802350743216787,Xe đẩy tomorrow còn k c ơi,,2020-06-27T14:19:18+0000
545,647,,,,1802350743216787,Giá bnh ạ,mình ko còn ạ,2020-06-27T14:19:21+0000
546,647,,,,1802350743216787,Vâng e cảm ơn,,2020-06-29T01:57:51+0000
547,647,,,,1802350743216787,,,2020-06-30T03:32:35+0000
548,647,,,,1802350743216787,Bộ bàn lắp lego bnhiu thee ạ,dạ 890k ạ,2020-06-30T03:32:42+0000
549,647,,shipping_order,,1802350743216787,,,2020-06-30T03:46:40+0000
550,647,,,,1802350743216787,Thế còn bộ này ạ,750k ạ,2020-06-30T03:46:44+0000
551,647,,,,1802350743216787,E đà phân vân,,2020-06-30T03:49:10+0000
552,647,,silence,,1802350743216787,Chưa biết nên lấy loại nào,mỗi cái có 1 tính năng khác nhau ạh,2020-06-30T03:49:18+0000
553,647,,,,1454523434857990,,b xem nhu cầu e bé nên cần gì thi mua thôi ạ,
554,652,uc_s5.1,,,3161811430531173,Thảm cuộn bn ạ,mình ko còn an,2020-06-30T05:13:25+0000
555,653,,,,2873590549416213,B ơi,,2020-06-29T11:05:23+0000
556,653,,,,2873590549416213,Cho mình hỏi quây bóng nhựa bên mình với,"Mẫu NGÔI NHÀ - Quây bóng Toys House gồm 3 size.

. Kích thước 100cm x 132cm x 60cm (gồm 11 cánh và 1 cửa) 
-Gấu & Bí Ngô KM chỉ #990k

. Kích thước 132cm x 132cm x 60cm (gồm 13 cánh và 1 cửa)- Gấu & Bí Ngô KM chỉ #1290k

 Kích thước 132cm x 165cm x 60cm(gồm 15 cánh và 1 cửa ) -Gấu & Bí Ngô KM chỉ #1390k


Ảnh thật đây ạ: https://www.facebook.com/1454523434857990/posts/2191143281195998?sfns=mo

NẾU CÁC MẸ MUỐN FREE SHIP TOÀN QUỐC ĐẶT LINK DƯỚI DÙM MÌNH NHE : 
https://tiki.vn/quay-cao-cap-hinh-ngoi-nha-toys-house-chinh-hang-th319-102b-p48489553.html?src=search&2hi=0&keyword=Qu%C3%A2y+cao+c%E1%BA%A5p+h%C3%ACnh+ng%C3%B4i+nh%C3%A0+Toys+House+CH%C3%8DNH+H%C3%83NG

https://tiki.vn/quay-cao-cap-hinh-ngoi-nha-toys-house-chinh-hang-th319-122b-p48490900.html?src=search&2hi=0&keyword=Qu%C3%A2y+cao+c%E1%BA%A5p+h%C3%ACnh+ng%C3%B4i+nh%C3%A0+Toys+House+CH%C3%8DNH+H%C3%83NG

https://tiki.vn/quay-cao-cap-hinh-ngoi-nha-toys-house-chinh-hang-th319-142b-p48490570.html?src=search&2hi=0&keyword=Qu%C3%A2y+cao+c%E1%BA%A5p+h%C3%ACnh+ng%C3%B4i+nh%C3%A0+Toys+House+CH%C3%8DNH+H%C3%83NG",2020-06-29T11:05:37+0000
557,653,,,,1454523434857990,,,
558,653,,,,2873590549416213,Shop còn bộ này k ạ,,2020-06-30T04:21:43+0000
559,653,,,,2873590549416213,,mình không còn ạ,2020-06-30T04:21:47+0000
560,653,,,,2873590549416213,Mẫu này mẫu cũ đúng k ạ,vâng ạ,2020-06-30T06:54:50+0000
561,653,,,,2873590549416213,H nó ra mẫu con thỏ ạ,mình cũng hết r ạ,2020-06-30T06:55:10+0000
562,653,,,,2873590549416213,Mình hỏi chút mẫu góc vuông với góc tròn thì khác nhau ở độ bền hả shop,ở góc thôi ạ,2020-06-30T06:56:08+0000
563,653,,,,1454523434857990,,góc vuông thì đầu 2 cạnh n sẽ nhọn như hình vuông,
564,653,,,,1454523434857990,,góc vuông thì đầu 2 cạnh n sẽ nhọn như hình vuông,
565,653,,,,1454523434857990,,góc tròn thì như ảnh ạ,
566,653,,,,2873590549416213,Ừ mình thấy góc rùi nhưng ý là chỉ khác ở thiết kế thui hay về độ bền hay chắc k ạ,góc tròn thì e bé bị ngã thì độ an toàn cao hơn góc vuông b ah,2020-06-30T06:57:36+0000
567,653,,,,1454523434857990,,góc vuông sợ có đầu nhọn,
568,653,,,,1454523434857990,,"nhưng đó là lí thuyết 
chứ thanh nhựa họ làm thanh to chứ cũng k nhỏ",
569,653,,,,1454523434857990,,nên k sợ b ạ,
570,653,uc_s5.1,silence,,2873590549416213,"À mình hiểu rùi, bộ con thỏ này shop bán bn vậy ạ",,2020-06-30T06:59:52+0000
571,653,,,,2873590549416213,Toy house này dùng có thích hơn holla k ạ,giá tùy đợt b ạ,2020-06-30T07:00:16+0000
572,655,,,,1454523434857990,,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/shopgauvabingo/photos/a.1464581583852175/2501913583452298/?type=3&comment_id=2502561043387552),
573,655,,,,1454523434857990,,dạ 1650k ạ,
574,655,,,,3435431619816075,1650 k ha a,vâng ạ,2020-06-30T01:54:12+0000
575,655,uc_s5.1,,,3435431619816075,Chiết xe mau do  gia cug vay ha,bằng giá nhau  b ạ,2020-06-30T01:55:42+0000
576,655,,,,3435431619816075,Cho xinh so dt di,"Dạ địa chỉ này Thanh Thiện vui lòng chuyển khoản 50% hoặc 100% giá trị đơn hàng dùm mình-bên mình gửi VIETELL
Bạn ck tiền hàng - tiền ship bạn thanh toán khi nhận ạ .
HOẶC
Tiki : https://tiki.vn/cua-hang/gau-bi-ngo",2020-06-30T01:57:08+0000
577,655,,,,1454523434857990,,,
578,655,,,,3435431619816075,Toi nhan duok xe se tra ngay,bên em không gửi như vậy rồi ạ,2020-06-30T08:28:39+0000
579,655,,,,3435431619816075,Vay thoi toi bi luâ nhiu roi,"Dạ a ơi bên em ở hà nội 
bên e án hàng tỉnh nhiều rồi ạ  
a cứ tham khảo thaori mái",2020-06-30T08:30:38+0000
580,655,,,,1454523434857990,,chứ bên e làm ăn đàng hoàng,
581,655,,,,1454523434857990,,không lừa ai bao giờ ạ,
582,655,,,,1454523434857990,,hoặc a chuyển khoản 200k rooid số còn lại a thanh toán khi nhậ,
583,655,,,,3435431619816075,Duok roi ma goi bd ha,gửi viettel post ạ,2020-06-30T08:34:20+0000
584,655,,,,3435431619816075,Roi nhan hang o dau,nguwoif ta giao tận nhà ạ,2020-06-30T08:35:57+0000
585,655,,,,3435431619816075,Ok,"❌ 0611001928974 - VietcomBank chi nhánh Ba Đình. Nguyễn Lê Thuỷ


Nội dung chuyển khoản Thanh Thiện  ghi rõ Tên Facebook + số điện thoại và nhắn lại bên mình sau khi CK nhé.",2020-06-30T08:41:58+0000
586,655,,other,,1454523434857990,,a ck báo e nhe,
587,655,,,,3435431619816075,Ok toi di lam roi 0902121334,,2020-06-30T08:50:56+0000
588,659,,silence,uc_s4.1,1836943709700809,Bên b còn bán cái máy đặt phòng điều hoà đỡ khô k,https://shopee.vn/search?keyword=t%E1%BA%A1o%20%E1%BA%A9m&shop=36371562,2020-06-30T15:15:32+0000
589,659,,,,1454523434857990,,,
590,764,,,,2985746458187877,Get Started,"Chào Thanh Hải Đặng, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-06-08T05:45:13+0000
591,764,uc_s5.2,,,2985746458187877,"Mình muốn mua Set phụ kiện máy vắt sữa  medela. Nhờ shop báo giá, tư vấn",Có phải bạn muốn hỏi hãng sản xuất sau không ạ?,2020-06-08T05:46:25+0000
592,764,,,,2985746458187877,Không đúng!,"Sản phẩm Máy hút sữa điện đôi Avent Snow (Chính hãng - Cty Vạn An)  hiện shop đang có mức giá: *4,990,000 VND (giá gốc 6,950,000 VND)*.",2020-06-08T05:46:54+0000
593,764,,,,1454523434857990,,,
594,764,,,,2985746458187877,Phụ kiện máy hút sữa medela,Có phải bạn muốn hỏi hãng sản xuất sau không ạ?,2020-06-08T05:47:22+0000
595,764,,,,2985746458187877,Không đúng!,"Sản phẩm Máy hút sữa điện đôi Avent Snow (Chính hãng - Cty Vạn An)  hiện shop đang có mức giá: *4,990,000 VND (giá gốc 6,950,000 VND)*.",2020-06-08T05:47:42+0000
596,764,,silence,,1454523434857990,,,
597,764,,,,1454523434857990,,mình không bán ạ,
598,768,,,,2336532083069803,,,2020-06-24T08:10:01+0000
599,768,,,,2336532083069803,giá nhiêu vậy shop,,2020-06-24T08:10:06+0000
600,768,,,,2336532083069803,,dạ 85k ạ,2020-06-24T08:10:08+0000
601,768,,,,2336532083069803,balo này kích thước sao hả shop,,2020-06-24T08:11:14+0000
602,768,,,,2336532083069803,,,2020-06-24T08:11:15+0000
603,768,,,,2336532083069803,bé học lớp 3 mang được k,dạ được ạ,2020-06-24T08:11:22+0000
604,768,,,,1454523434857990,,380k,
605,768,uc_s5.1,,,2336532083069803,kích thước balo bao nhiêu vậy shop,,2020-06-24T08:19:13+0000
606,768,,,,2336532083069803,có đựng vừa tờ A4 k,32x16x40 ạ,2020-06-24T08:19:22+0000
607,768,,,,2336532083069803,trên shopee có link sp này chưa shop,,2020-06-24T08:21:07+0000
608,768,,,,2336532083069803,mình đặt trên đó cho đỡ ship,mình còn mỗi màu xanh,2020-06-24T08:21:15+0000
609,768,,,,1454523434857990,,nên ko đăng shopee r ạ,
610,768,,,,2336532083069803,hu hu mình đang muốn mua màu hồng,,2020-06-24T08:25:07+0000
611,768,,other,,2336532083069803,vì mua cho con gái,bên mk lại hết r ạ,2020-06-24T08:25:12+0000
612,768,,,,2336532083069803,buồn,,2020-06-24T08:47:02+0000
613,781,,silence,uc_s4.1,1788711657884725,Bạn oi babj còn bộ đồ chơi bác sĩ k,mih còn ạ 115k,2020-06-27T03:46:18+0000
